"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000022010"	816.014634872688	-0.383278546430252	0.171882569962658	-2.22988605833343	0.0257550081795552	0.264391799506032
"ENSMUSG00000047501"	1018.38149586009	-0.460496328067838	0.206551049347551	-2.22945528247106	0.0257836274688901	0.264391799506032
"ENSMUSG00000037664"	1934.03364034979	1.97831227431548	0.887614683634347	2.22879624547812	0.0258274648784007	0.264391799506032
"ENSMUSG00000024388"	1598.61550998182	-0.324174984336474	0.145457015266488	-2.22866517467418	0.0258361910437754	0.264391799506032
"ENSMUSG00000002885"	102.414650582386	1.07523154377418	0.48248970289639	2.22850671697149	0.0258467439225282	0.264391799506032
"ENSMUSG00000038736"	154.603119638552	0.558923585541465	0.250949570982552	2.2272346725005	0.0259315939828921	0.264790715616161
"ENSMUSG00000030876"	263.297070771853	-0.414799489533815	0.186251379906062	-2.22709485289732	0.0259409351411351	0.264790715616161
"ENSMUSG00000039364"	825.539969898172	-0.66012453577667	0.29653844438512	-2.22610102762714	0.0260074151326637	0.264822923014626
"ENSMUSG00000021208"	1012.28201595386	-0.366086835117923	0.164469320988273	-2.22586700618789	0.0260230909459038	0.264822923014626
"ENSMUSG00000057440"	88.5812146642128	0.605881509267323	0.272207164143075	2.22581029847129	0.0260268907142046	0.264822923014626
"ENSMUSG00000030559"	16.7727739646659	1.40722572170458	0.632677586649607	2.22423830304572	0.0261324152558092	NA
"ENSMUSG00000020230"	78.3741298249068	-0.672474309446622	0.302385902463818	-2.22389438121073	0.0261555512021661	0.265738217773933
"ENSMUSG00000019558"	1274.68613531004	-0.564966434373514	0.254072054003713	-2.22364650291392	0.0261722371856557	0.265738217773933
"ENSMUSG00000039853"	59.3015084508294	-0.862874382062883	0.388304752254783	-2.22215766624642	0.0262726522768316	0.266202720913158
"ENSMUSG00000030435"	732.063113019603	0.303979259303587	0.136812070322744	2.22187456550062	0.0262917837287384	0.266202720913158
"ENSMUSG00000028960"	474.339481705014	0.455290835653988	0.204961563910649	2.22134739297983	0.0263274412065194	0.266202720913158
"ENSMUSG00000040940"	539.215936440066	0.604592220229631	0.272176398229357	2.22132493545658	0.0263289611408637	0.266202720913158
"ENSMUSG00000048787"	70.1753365146607	-0.765627901690002	0.345375943481702	-2.21679568638099	0.0266370564275884	0.269034269918642
"ENSMUSG00000031627"	328.234840528223	-0.479434980556221	0.216472680420441	-2.21475975455676	0.0267765589609345	0.269705878399681
"ENSMUSG00000041949"	53.4130432990189	0.802054449703587	0.362142391975153	2.21474885977617	0.0267773071677533	0.269705878399681
"ENSMUSG00000036707"	1232.8173912338	-0.380294776270489	0.171722046588906	-2.21459494470675	0.0267878793241163	0.269705878399681
"ENSMUSG00000046613"	11.3200128967638	2.31741800600132	1.04660692222604	2.21422002548233	0.0268136469531729	NA
"ENSMUSG00000052914"	562.371264091389	-0.718079074801922	0.324353104525184	-2.21388068985221	0.026836987425183	0.269917080025819
"ENSMUSG00000032046"	158.828677891958	-0.557084878703474	0.2517054634054	-2.21324110794618	0.0268810273884741	0.269919071988944
"ENSMUSG00000029826"	505.594913400097	-0.339370680424225	0.153353510117232	-2.21299584316519	0.026897932234525	0.269919071988944
"ENSMUSG00000026327"	220.395597537378	0.641022590821032	0.289707692735046	2.21265298401062	0.0269215791447024	0.269919071988944
"ENSMUSG00000068699"	3.92729840846021	3.51894523648706	1.59046040710658	2.2125324344847	0.0269298976789998	NA
"ENSMUSG00000036986"	252.130294869717	0.539098810888081	0.243775343558997	2.21145749614178	0.0270041720947287	0.270365549232325
"ENSMUSG00000025078"	575.7688387334	0.335856442111741	0.151889239261936	2.21119312825413	0.0270224660462532	0.270365549232325
"ENSMUSG00000038604"	121.707358869938	0.819206487543145	0.370941329595597	2.20845298752838	0.0272127115658685	0.271985382785946
"ENSMUSG00000020776"	94.4628754702259	0.650622140696132	0.295055285339774	2.20508553150268	0.0274480931696934	0.27405250152259
"ENSMUSG00000038816"	316.459482864769	0.561744524386692	0.254803779568744	2.20461613770975	0.0274810423749604	0.27409625944672
"ENSMUSG00000030364"	834.593882382342	-1.2005354979781	0.544738428198163	-2.2038751735381	0.0275331239663068	0.274330554991395
"ENSMUSG00000042719"	242.37330026087	0.412745119674232	0.187354459990738	2.20301731645265	0.0275935281643653	0.274647202009425
"ENSMUSG00000026639"	1802.20195817311	-0.303175641151937	0.137695560370795	-2.2017822530772	0.0276806932668563	0.275229276575633
"ENSMUSG00000022865"	688.94286028684	-0.70543011849826	0.320514614796416	-2.20092964854765	0.0277410046324257	0.275511550401611
"ENSMUSG00000020611"	695.440279502334	-0.320017215848244	0.145457778476656	-2.20006945795341	0.0278019674182641	0.275511550401611
"ENSMUSG00000028108"	46.3252772338306	-0.786307841419673	0.357556701955326	-2.19911369894534	0.0278698387026755	0.275511550401611
"ENSMUSG00000028385"	29.5112390312921	-1.21432013626587	0.552186983444427	-2.19911039679204	0.0278700734457927	NA
"ENSMUSG00000073643"	452.45927285255	-0.502217929745299	0.228398216277291	-2.1988697544624	0.027887184790932	0.275511550401611
"ENSMUSG00000016487"	187.913311147043	0.451202134339885	0.205197640883479	2.19886609025929	0.0278874454112781	0.275511550401611
"ENSMUSG00000030341"	267.980010149294	-0.498087835328313	0.226545578209346	-2.1986208658994	0.0279048920282827	0.275511550401611
"ENSMUSG00000031995"	1749.13239867611	-0.290161484709013	0.131978692469965	-2.19854795708819	0.0279100809786728	0.275511550401611
"ENSMUSG00000020149"	994.402398064103	-0.309465431046267	0.140807852856034	-2.19778531359806	0.0279644085108346	0.275764131203965
"ENSMUSG00000030522"	109.59914337078	0.608760889501202	0.277067130506424	2.19716026361015	0.0280090024077212	0.275920306059636
"ENSMUSG00000052105"	64.9380974194551	0.910595359629363	0.414621692645662	2.19620771363635	0.0280770795216215	0.276307259497394
"ENSMUSG00000042097"	4.71194463320691	3.27252176556378	1.49069474852634	2.19529972101861	0.0281421049132055	NA
"ENSMUSG00000024413"	257.672177494839	-0.467212608303755	0.212914412370486	-2.19436816466314	0.0282089526504664	0.277312655170121
"ENSMUSG00000101523"	3.75341421869169	-5.39534719769907	2.45911458699753	-2.19402024868087	0.0282339538943424	NA
"ENSMUSG00000021273"	882.934434248064	-0.344802146046224	0.157158489115558	-2.19397722634438	0.0282370468057538	0.277312655170121
"ENSMUSG00000035278"	108.310393813029	0.590157522004277	0.269076010447863	2.19327438749367	0.0282876158325442	0.277385199382742
"ENSMUSG00000026434"	323.447878289063	0.360730410597636	0.164486413630899	2.19307116396313	0.0283022522350916	0.277385199382742
"ENSMUSG00000028780"	1379.23857903869	-0.282412146249788	0.128847223501643	-2.19183726722824	0.0283912591144445	0.277973603268465
"ENSMUSG00000052684"	268.082814071363	-0.874368520890853	0.399173634257481	-2.19044657725779	0.0284918652028275	0.278674257513894
"ENSMUSG00000034634"	10.7884442316667	-1.76805897397443	0.807288252424648	-2.19012102388974	0.0285154608795607	NA
"ENSMUSG00000008450"	45.8198136997031	0.879068973644742	0.401401827035162	2.18999744006581	0.0285244224778543	0.27870858826376
"ENSMUSG00000059495"	381.23015939698	0.390310930504761	0.178442730053293	2.18731763624212	0.0287193441394665	0.280327677536298
"ENSMUSG00000059316"	342.759020534267	-0.531642938065185	0.243211748892066	-2.18592621650495	0.0288210038562858	0.281034077236852
"ENSMUSG00000032482"	7.57803225128726	-2.75146263258219	1.25898718374494	-2.18545722157218	0.0288553392428529	NA
"ENSMUSG00000044068"	65.6997313642974	-0.795203565831499	0.364248908912077	-2.18313232071601	0.0290260670210501	0.282746307682209
"ENSMUSG00000042726"	156.013456185443	-0.615830963835787	0.28218007338855	-2.182404152216	0.0290797181558594	0.282981638646522
"ENSMUSG00000036390"	80.2620979767144	-0.864165154261568	0.396339176212718	-2.18036774088102	0.0292302133816069	0.283879505496628
"ENSMUSG00000048424"	18.687261037889	2.10885807662193	0.967229163995358	2.18030861260512	0.029234593083307	NA
"ENSMUSG00000110746"	18.687261037889	2.10885807662192	0.967229163995358	2.18030861260512	0.0292345930833071	NA
"ENSMUSG00000005125"	934.999073922144	-1.4665346680568	0.672637891477011	-2.18027364595312	0.0292371833704885	0.283879505496628
"ENSMUSG00000030032"	21.2666996278594	-1.26128564473736	0.578557833025236	-2.18005110766921	0.0292536733651005	NA
"ENSMUSG00000031904"	169.76895685365	0.842332243111248	0.386421993896427	2.17982479366073	0.029270451346133	0.283879505496628
"ENSMUSG00000017390"	158.900939706522	-0.661410949256082	0.303461211369735	-2.17955680816888	0.0292903293842274	0.283879505496628
"ENSMUSG00000041361"	150.905916490979	-0.53508864754155	0.245795682478795	-2.17696520193235	0.0294831638871626	0.284807676362577
"ENSMUSG00000001847"	1940.19178046391	-0.290241165288677	0.133328664154255	-2.17688497165832	0.029489150993163	0.284807676362577
"ENSMUSG00000020349"	1408.4550376105	-0.289969675513852	0.133206764168927	-2.17683897152644	0.0294925841798376	0.284807676362577
"ENSMUSG00000001542"	256.688250783604	-0.623226963035426	0.286320639176798	-2.17667495024903	0.0295048285882648	0.284807676362577
"ENSMUSG00000024158"	297.782023157903	0.523921292999185	0.240751348671049	2.17619255672393	0.0295408652558808	0.284868946864498
"ENSMUSG00000021754"	209.041912242267	-0.645058839550757	0.296629219327699	-2.1746301359413	0.0296578441405189	0.285709853944055
"ENSMUSG00000115027"	9.55631095322709	1.72112654605977	0.791601942175846	2.17423234375724	0.0296876904973101	NA
"ENSMUSG00000062604"	166.487269234863	0.551754139504481	0.253788397784557	2.17407156639552	0.029699760953756	0.28582668641052
"ENSMUSG00000033623"	549.148903384914	-0.366676108557598	0.168718885479906	-2.17329617555628	0.0297580331555283	0.286100529185665
"ENSMUSG00000004565"	564.416010228259	0.446892989786586	0.205719060209613	2.17234605938426	0.029829570330661	0.286385632900777
"ENSMUSG00000039361"	946.791805458195	-0.333661601995909	0.15361175692943	-2.17210979592659	0.0298473822720976	0.286385632900777
"ENSMUSG00000026956"	315.873797552969	0.520941132892205	0.240099033067311	2.16969275651418	0.0300301291587687	0.287828058786601
"ENSMUSG00000016664"	1152.92674645111	0.351594183458294	0.162075079374247	2.16932908387741	0.0300577086924621	0.287828058786601
"ENSMUSG00000017688"	159.52299159461	-0.778636813196925	0.359003577240364	-2.16888316039147	0.0300915555234132	0.287864880605334
"ENSMUSG00000067001"	14.8267998017091	1.70415372908034	0.785944341988202	2.16828805557572	0.0301367766546745	NA
"ENSMUSG00000030688"	2248.6118290965	0.404038654678987	0.186342072415789	2.1682631809388	0.0301386681122881	0.288028406909766
"ENSMUSG00000037820"	164.610759667225	-0.474893632409259	0.219081265946643	-2.16765970543971	0.0301845874227405	0.288137698551291
"ENSMUSG00000099517"	1.94471163136969	4.36030860675799	2.01169458437743	2.16748041209615	0.0301982416877505	NA
"ENSMUSG00000035171"	242.670694347564	-0.413011117352448	0.190563946948949	-2.167309839899	0.0302112367113815	0.288137698551291
"ENSMUSG00000042492"	668.09038947807	0.30164624533107	0.13920595197823	2.16690623528974	0.030242004421212	0.288137698551291
"ENSMUSG00000025047"	299.108875859281	0.455085735099568	0.210052202378926	2.16653636546315	0.0302702240895989	0.288137698551291
"ENSMUSG00000028514"	443.144453216364	0.416126063248069	0.19231934353785	2.16372443662264	0.030485504407374	0.289690611306788
"ENSMUSG00000029470"	103.683002718386	-0.557552552660892	0.257694651400882	-2.1636170934473	0.0304937485586092	0.289690611306788
"ENSMUSG00000003810"	1264.56345794775	0.316550970442444	0.146426439927836	2.16184297452325	0.0306302817475555	0.2906998549632
"ENSMUSG00000051397"	68.8142684775041	0.981397414098262	0.454237722177939	2.16053701879435	0.030731121053384	0.291023364016118
"ENSMUSG00000018334"	167.050891823062	-0.95469236118545	0.441909742676311	-2.16037862257484	0.0307433709716657	0.291023364016118
"ENSMUSG00000028776"	422.576151475752	0.419491642592371	0.194188988383304	2.1602236361845	0.0307553612415157	0.291023364016118
"ENSMUSG00000028457"	6.62043511485273	2.37134397178046	1.09785345567197	2.15998224492451	0.0307740440805137	NA
"ENSMUSG00000028419"	475.774010625759	-0.335738836979765	0.155453787721244	-2.15973403994378	0.0307932644379218	0.291094948060946
"ENSMUSG00000028403"	714.193095988745	-0.451219868734638	0.209131643388604	-2.15758773480392	0.0309598991459658	0.292382118410967
"ENSMUSG00000069094"	183.819632610073	-0.550921071005013	0.255528652600291	-2.15600507183352	0.0310832691246602	0.293228463435671
"ENSMUSG00000093392"	1.97299091685454	4.37864908733112	2.0311012834903	2.15580046299155	0.0310992493229823	NA
"ENSMUSG00000032763"	284.182526023992	-0.496331879163614	0.230246467938172	-2.15565469302614	0.0311106384343422	0.293228463435671
"ENSMUSG00000062729"	74.1034756375839	0.737076567529833	0.342082308387116	2.15467608075108	0.031187190828139	0.293661526983311
"ENSMUSG00000031851"	29.3180824617396	0.92429639280747	0.429164591622602	2.15371074606331	0.0312628628897763	NA
"ENSMUSG00000001674"	203.177755148237	0.432986945277807	0.201066674207706	2.15344958076206	0.0312833625526852	0.294238191206453
"ENSMUSG00000034593"	125.456973542856	0.790870048723532	0.367314622916563	2.15311343295794	0.0313097647964344	0.294238191206453
"ENSMUSG00000046546"	20.0842463394515	-1.12828573212916	0.524077381391911	-2.15289911793658	0.0313266078385095	NA
"ENSMUSG00000038459"	744.638712053731	-0.376750218004466	0.175012488838701	-2.15270476126818	0.0313418890722935	0.294251884196337
"ENSMUSG00000031937"	99.3057428101167	-0.714510079567713	0.332081016050348	-2.15161374795174	0.0314277884247267	0.294473052084808
"ENSMUSG00000032870"	185.575789823113	-0.508150578243626	0.236201882032309	-2.15134009039826	0.0314493661104371	0.294473052084808
"ENSMUSG00000027309"	244.000928807819	0.687955588290488	0.319820000752881	2.1510711858889	0.0314705814003129	0.294473052084808
"ENSMUSG00000038279"	253.414539901438	0.452475969007598	0.21037097540504	2.15084789209357	0.0314882075496626	0.294473052084808
"ENSMUSG00000020794"	232.752592860709	-0.410149843290099	0.190849366711355	-2.14907626028657	0.0316283552658881	0.295495685273803
"ENSMUSG00000039202"	2177.18008141085	-0.328514088109477	0.152966218439403	-2.14762508651293	0.0317435508786255	0.296023385916541
"ENSMUSG00000027784"	119.66844186836	0.540714679361483	0.251777720713903	2.14758747449264	0.0317465413348745	0.296023385916541
"ENSMUSG00000028033"	10.2638444654028	2.07837217436911	0.968133250357052	2.14678317638878	0.0318105473016688	NA
"ENSMUSG00000025161"	157.821895330111	-2.35576307305809	1.09809937153587	-2.14530955405535	0.0319281051212183	0.29742734819232
"ENSMUSG00000042207"	432.807079091569	-0.361465687970442	0.168563783585684	-2.1443852308091	0.0320020326632064	0.297826870420432
"ENSMUSG00000029095"	54.1218641715477	-0.818283643316599	0.381928311001478	-2.14250585710948	0.0321527978599615	0.298547054868788
"ENSMUSG00000051790"	77.7439076939502	0.800777118850684	0.373759757036064	2.14249154376836	0.0321539484217728	0.298547054868788
"ENSMUSG00000038217"	48.6644219553856	-0.987052733530068	0.460775243816625	-2.14215660840253	0.0321808818989089	0.298547054868788
"ENSMUSG00000046861"	545.198740506456	-0.450597383478159	0.210375609833764	-2.14187083680572	0.0322038772057525	0.298547054868788
"ENSMUSG00000014498"	426.571721532206	0.329949039993142	0.154186844978224	2.13992990154083	0.0323604321837931	0.299641306026777
"ENSMUSG00000056692"	689.989750960351	-0.304403152039181	0.142286179710793	-2.13937258458905	0.032405505440118	0.299641306026777
"ENSMUSG00000013643"	15277.7184912887	-1.15026872997848	0.537697733567495	-2.13924786765739	0.0324155993388009	0.299641306026777
"ENSMUSG00000049382"	17645.962527626	-0.325132728812724	0.152045251578637	-2.13839449398764	0.0324847389804138	0.299750210427746
"ENSMUSG00000021048"	321.787048904434	0.458312851608231	0.2143893840491	2.13775907627621	0.0325363020202598	0.299750210427746
"ENSMUSG00000026456"	86.0232633214027	0.668747625280174	0.312837366433752	2.1376846151842	0.0325423489945973	0.299750210427746
"ENSMUSG00000078440"	143.496101850336	0.501269123841574	0.234505113504334	2.13756159237146	0.0325523417681825	0.299750210427746
"ENSMUSG00000110469"	1.92695985131223	-4.42679547061585	2.07111856310615	-2.13739355605832	0.0325659950998098	NA
"ENSMUSG00000038034"	124.141837916262	-0.514250449130452	0.240642448271499	-2.13698976562216	0.0325988240447856	0.299890428293114
"ENSMUSG00000110234"	18.047813501249	-1.597829854054	0.748006322471386	-2.13611811297908	0.0326697877386256	NA
"ENSMUSG00000036667"	79.4093066000241	0.663742863205574	0.310826417498925	2.13541329127171	0.0327272659548286	0.300237534593151
"ENSMUSG00000023068"	944.580922491035	-0.312307927811436	0.146258720673801	-2.13531149713782	0.0327355744196255	0.300237534593151
"ENSMUSG00000064367"	3980.44617901098	0.373595538240344	0.174987734605689	2.13498128358647	0.0327625389733868	0.300237534593151
"ENSMUSG00000029802"	524.632540691151	-1.32875906898568	0.622451961578372	-2.13471745773972	0.0327840961105813	0.300237534593151
"ENSMUSG00000025880"	195.508238499145	-0.613319519237286	0.287321795695257	-2.13460840223828	0.0327930105527485	0.300237534593151
"ENSMUSG00000029161"	60.6899285970569	-0.765651296046101	0.358826004145079	-2.13376758429285	0.0328618106197906	0.300580622399324
"ENSMUSG00000075420"	88.4365783325726	0.62901400091427	0.294934511078428	2.13272430755655	0.0329473486797409	0.300605542345293
"ENSMUSG00000025626"	170.805194880596	0.518126036397672	0.242987461460582	2.13231593631725	0.0329808828289078	0.300605542345293
"ENSMUSG00000035493"	43.8369261775583	-1.06441274179753	0.499199038192601	-2.13224117107946	0.0329870254760162	0.300605542345293
"ENSMUSG00000054091"	215.965209220296	-0.499606811274409	0.234322939742592	-2.13212932469709	0.0329962165061905	0.300605542345293
"ENSMUSG00000027067"	695.285551707303	0.345810759031952	0.162215690266783	2.1317959962025	0.0330236209379935	0.300605542345293
"ENSMUSG00000067231"	736.031316692492	-1.52718939829268	0.716504299563802	-2.13144484858277	0.0330525114303579	0.300605542345293
"ENSMUSG00000047721"	98.869643113961	0.650697467575324	0.305469188143285	2.13015745231268	0.0331586164317349	0.300993231457819
"ENSMUSG00000004462"	119.213204099046	0.736589015363237	0.345841413339356	2.12984618658281	0.0331843141388459	0.300993231457819
"ENSMUSG00000069601"	377.400504636009	-0.53936652208495	0.25337368590164	-2.1287392973173	0.0332758356403556	0.300993231457819
"ENSMUSG00000101031"	75.5538958188253	-0.801950219770992	0.376831385752634	-2.12814072843025	0.0333254173433144	0.300993231457819
"ENSMUSG00000040945"	553.850819240844	0.313316032773865	0.147270345374884	2.12748895221441	0.0333794782865279	0.300993231457819
"ENSMUSG00000027236"	127.504843934545	0.534025993342852	0.251026928320619	2.12736536639917	0.0333897374496104	0.300993231457819
"ENSMUSG00000056608"	5388.9297734388	0.35827736046218	0.16843685700825	2.12707222650581	0.03341408250349	0.300993231457819
"ENSMUSG00000020715"	161.892764346516	-0.589974317603544	0.277390050788113	-2.12687627377884	0.0334303647014913	0.300993231457819
"ENSMUSG00000013160"	385.368952048501	-0.388870118979763	0.182844692981733	-2.12677826541355	0.0334385110058101	0.300993231457819
"ENSMUSG00000037242"	843.0025010456	1.14958127972065	0.540530071223953	2.12676655919917	0.0334394841218392	0.300993231457819
"ENSMUSG00000046082"	71.4331525494879	-1.03859264942169	0.48848288958645	-2.12615973161509	0.0334899617712163	0.300993231457819
"ENSMUSG00000071076"	657.664567987885	-0.376597607642833	0.177138730753324	-2.12600376011087	0.033502946450959	0.300993231457819
"ENSMUSG00000110974"	657.664567987885	-0.376597607642833	0.177138730753324	-2.12600376011087	0.033502946450959	0.300993231457819
"ENSMUSG00000004455"	933.839364999862	0.275886960048563	0.129864700280746	2.1244184097152	0.0336351719339309	0.301898479612785
"ENSMUSG00000035578"	2.93670003445786	3.13155056353071	1.47458909511087	2.12367674080437	0.0336971836048907	NA
"ENSMUSG00000091474"	56.3357349945504	0.94433681419143	0.444798981041729	2.12306424798855	0.0337484684241262	0.30252593047264
"ENSMUSG00000053205"	198.423738425188	-0.4957935464874	0.233558026414501	-2.12278530564179	0.0337718467412171	0.30252593047264
"ENSMUSG00000052298"	421.868880126608	-0.425106141645944	0.200317781448628	-2.12215879474965	0.0338244054634173	0.30252593047264
"ENSMUSG00000029781"	76.6732720697537	0.673165242803432	0.317219852521938	2.12207791363524	0.0338311957683317	0.30252593047264
"ENSMUSG00000029505"	388.887149253591	0.378880470385903	0.178580115631522	2.12162742221355	0.0338690377207638	0.302582324888947
"ENSMUSG00000028977"	397.005510235465	-0.51704525411215	0.243863579306253	-2.12022334611445	0.0339872144816076	0.302926535439182
"ENSMUSG00000024271"	238.639951486139	0.453882934664023	0.214090602155516	2.12005071728614	0.0340017684241734	0.302926535439182
"ENSMUSG00000044734"	1599.26135035804	-0.510277155737608	0.240691702525358	-2.12004464791987	0.0340022802155288	0.302926535439182
"ENSMUSG00000051149"	303.825319176054	0.494467884791538	0.233497536186609	2.1176578257184	0.0342040570549084	0.304441491133438
"ENSMUSG00000033987"	8.30319731975444	2.06056263844427	0.973285732595446	2.11711994683144	0.0342496692108714	NA
"ENSMUSG00000048782"	71.8300907647538	0.942337417434624	0.445123174492502	2.11702618833317	0.0342576252539122	0.304635694449757
"ENSMUSG00000082454"	4.04786342210605	3.41728190244214	1.61434303554172	2.11682512774951	0.0342746919301856	NA
"ENSMUSG00000098132"	13.6181633391071	1.38013777338835	0.652237100259438	2.11600623889592	0.0343442769587253	NA
"ENSMUSG00000090150"	348.387642888703	-0.492996390348684	0.232987249790584	-2.11598012677434	0.0343464978191675	0.304800712794656
"ENSMUSG00000001175"	4567.16835539601	-0.305560971730909	0.144423964462932	-2.115722088555	0.0343684508105742	0.304800712794656
"ENSMUSG00000040234"	145.338848690702	-0.484880619216565	0.229183589512643	-2.11568646885957	0.0343714821515183	0.304800712794656
"ENSMUSG00000020173"	635.019679404739	-0.350647490620721	0.165784193482007	-2.11508397306151	0.0344227909411091	0.304909172390218
"ENSMUSG00000021930"	144.812593297824	-0.533194268630968	0.252125530675102	-2.11479681253725	0.0344472686681602	0.304909172390218
"ENSMUSG00000096175"	6.83622360811888	3.20958256069325	1.51799076336039	2.11436237832447	0.0344843283548303	NA
"ENSMUSG00000022557"	296.593430893541	0.430051027926351	0.203481843837266	2.1134614264174	0.0345612932089833	0.30552594641351
"ENSMUSG00000033009"	151.520982170781	0.469137562679774	0.221999681212873	2.11323529888282	0.0345806334346088	0.30552594641351
"ENSMUSG00000031246"	444.089784860684	-0.502396159550896	0.237784559068553	-2.11282078835933	0.0346161096782138	0.305558024252495
"ENSMUSG00000025813"	173.886793012873	-0.88399939693804	0.41873227053885	-2.11113271924434	0.0347609058111184	0.306554127994192
"ENSMUSG00000050029"	339.104470652103	-0.406469531139163	0.192587778091212	-2.11056763397859	0.0348094920865197	0.30668689901184
"ENSMUSG00000079659"	75.7860692042562	-0.845539222095275	0.400699035076839	-2.11016036495604	0.0348445452029113	0.30668689901184
"ENSMUSG00000030157"	147.353142638669	-0.727134192259963	0.344638946906401	-2.10984335574076	0.034871850632821	0.30668689901184
"ENSMUSG00000033066"	51.562809946006	1.02205832407158	0.484573559068567	2.1091912774526	0.0349280745187174	0.306900068687815
"ENSMUSG00000002748"	542.130574626066	0.299707725819162	0.142193906162934	2.1077395924108	0.035053520590994	0.307720521565039
"ENSMUSG00000025816"	53.2964382242976	0.687443459244603	0.326274157574613	2.10695037680818	0.0351218812049008	0.308038802706602
"ENSMUSG00000035614"	261.976613458519	0.444742969022822	0.211193048455469	2.1058598863712	0.035216525002407	0.308215724366358
"ENSMUSG00000048373"	202.550690839375	-0.541637303930297	0.257228517821694	-2.10566584341845	0.0352333888067734	0.308215724366358
"ENSMUSG00000024479"	1817.52461386213	-0.301664583432434	0.143267212968512	-2.10560795580448	0.0352384210140589	0.308215724366358
"ENSMUSG00000020017"	1.92441608054321	4.3197100199593	2.05184670522102	2.10527911708393	0.0352670188154294	NA
"ENSMUSG00000023169"	419.848039684078	0.398229662474567	0.18920616861934	2.10473931891595	0.0353140058682463	0.308321386833688
"ENSMUSG00000042472"	94.0999792405453	0.58345397755753	0.277210768934624	2.10473056223559	0.0353147685388455	0.308321386833688
"ENSMUSG00000026761"	119.154526923506	0.528193852490632	0.25127494155023	2.10205541878534	0.0355484214938716	0.309489366041996
"ENSMUSG00000029147"	571.326504639234	0.30157099120867	0.143478581264827	2.10185373001453	0.0355660907803903	0.309489366041996
"ENSMUSG00000038859"	581.307412185048	-0.333987454421864	0.158901420563366	-2.10185316932819	0.0355661399107086	0.309489366041996
"ENSMUSG00000029131"	564.255591205455	0.347901531707529	0.165580736960846	2.10109906558633	0.0356322709183868	0.309489366041996
"ENSMUSG00000066861"	186.84307472674	-0.540185307956151	0.257132420088191	-2.10080591070888	0.0356580073881305	0.309489366041996
"ENSMUSG00000029552"	896.92675780644	-0.36448367046011	0.173533652699221	-2.1003630407749	0.0356969176193569	0.309489366041996
"ENSMUSG00000020918"	179.588226302965	0.539729503213587	0.257122778038692	2.09911197806197	0.0358070307948386	0.309489366041996
"ENSMUSG00000008200"	247.182937180834	0.429335058169665	0.204550540198324	2.09891920966524	0.0358240231725286	0.309489366041996
"ENSMUSG00000058192"	37.1948323055617	-1.06670611040307	0.508222531510082	-2.09889574795822	0.0358260917723197	0.309489366041996
"ENSMUSG00000069833"	7922.03488297392	0.392185812362845	0.186874112849338	2.09866313949559	0.0358466061850776	0.309489366041996
"ENSMUSG00000047843"	292.610450108582	-0.41591199806413	0.198206366203008	-2.09837860423789	0.0358717137930976	0.309489366041996
"ENSMUSG00000000194"	295.213841908828	-0.410863708263676	0.195819782984863	-2.09817262587528	0.0358898988371773	0.309489366041996
"ENSMUSG00000021466"	128.044737884853	0.63055635183432	0.30057335675409	2.09784512720534	0.0359188286321901	0.309489366041996
"ENSMUSG00000024190"	44.7089389182707	-0.76465360559369	0.364543398429178	-2.09756536228222	0.0359435575841615	0.309489366041996
"ENSMUSG00000029330"	884.491315922925	-0.442569886071474	0.210995769284074	-2.09752966883246	0.0359467136398538	0.309489366041996
"ENSMUSG00000024576"	1900.37599236773	-0.277993341603901	0.132546489878648	-2.09732707262498	0.0359646319058703	0.309489366041996
"ENSMUSG00000029304"	2.71636202836769	3.79395245208467	1.81031637309527	2.09574000902273	0.0361052606442391	NA
"ENSMUSG00000030834"	19.6053746951153	-1.21237626389056	0.578626777183105	-2.09526470550275	0.0361474681135815	NA
"ENSMUSG00000040722"	236.112238942528	-0.410111760315931	0.19575880937436	-2.09498495432537	0.0361723299806811	0.309934292207598
"ENSMUSG00000035397"	126.319145903439	-0.476697343982167	0.22757900523714	-2.09464552094971	0.0362025154575068	0.309934292207598
"ENSMUSG00000111527"	16.5683904812884	1.51896044910078	0.725187492985947	2.09457618035646	0.0362086844888813	NA
"ENSMUSG00000024781"	773.507268066327	-0.40552776731038	0.193623905838424	-2.09440960068633	0.0362235082609248	0.309934292207598
"ENSMUSG00000038903"	143.731083787303	-0.835203800058173	0.39881222572284	-2.09422817604044	0.0362396589585	0.309934292207598
"ENSMUSG00000052155"	255.034435293181	-0.437452806802005	0.208938141882626	-2.09369530551176	0.0362871313962914	0.309934292207598
"ENSMUSG00000074733"	150.242437132313	0.622758213964627	0.297493341930202	2.09335177024143	0.0363177644020685	0.309934292207598
"ENSMUSG00000040860"	41.1159001055256	0.802793984551238	0.383506766242045	2.0932980985388	0.0363225522925646	0.309934292207598
"ENSMUSG00000004040"	445.05074505519	-0.359579184461328	0.171778795588569	-2.09326874850469	0.0363251707479868	0.309934292207598
"ENSMUSG00000092511"	2.47813063641097	4.70819825968336	2.24944014268375	2.09305336485465	0.0363443910651667	NA
"ENSMUSG00000059923"	332.992255167014	-0.440552827035909	0.210485640387985	-2.09303031895119	0.0363464481392009	0.309934292207598
